,title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature
1133,Redneck,['Lamb of God'],spotify:track:6Q5j7UxkHMETQrn1ZCuoCE,0.512,0.996,2,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,6Q5j7UxkHMETQrn1ZCuoCE,spotify:track:6Q5j7UxkHMETQrn1ZCuoCE,220880,4
1134,Pink Moon,['Nick Drake'],spotify:track:1CbPLR6Xjo2nc0Pf13N0RS,0.655,0.255,3,-15.543,1,0.0429,0.85,0.122,0.136,0.446,82.569,1CbPLR6Xjo2nc0Pf13N0RS,spotify:track:1CbPLR6Xjo2nc0Pf13N0RS,123173,4
1135,Want You Bad,['The Offspring'],spotify:track:0Cx4kVgwI6ywC1RydDPzS5,0.488,0.969,4,-4.252,1,0.0498,5.43e-05,0.0,0.119,0.651,105.529,0Cx4kVgwI6ywC1RydDPzS5,spotify:track:0Cx4kVgwI6ywC1RydDPzS5,202307,4
1136,Fairytale of New York (feat. Kirsty MacColl),"['The Pogues', 'Kirsty MacColl']",spotify:track:1o3WjpkKeHC4LcVmOhIt6j,0.271,0.551,2,-7.48,1,0.0457,0.582,4.16e-05,0.256,0.428,78.111,1o3WjpkKeHC4LcVmOhIt6j,spotify:track:1o3WjpkKeHC4LcVmOhIt6j,272467,4
1137,Life Is Wonderful,['Jason Mraz'],spotify:track:4MW6iAySicumcMCbScZPCG,0.611,0.409,8,-9.286,0,0.0318,0.156,0.0,0.0496,0.394,97.944,4MW6iAySicumcMCbScZPCG,spotify:track:4MW6iAySicumcMCbScZPCG,260467,4
1138,Scream Aim Fire,['Bullet For My Valentine'],spotify:track:45YjbmNrNU5JIUqDeVpVkR,0.359,0.994,2,-4.232,1,0.084,0.000116,5.89e-06,0.0816,0.16,100.146,45YjbmNrNU5JIUqDeVpVkR,spotify:track:45YjbmNrNU5JIUqDeVpVkR,266440,4
1139,Beautiful Disaster - Live,['Kelly Clarkson'],spotify:track:0RsDAU5gvvs1rRZ6VNKBOJ,0.42,0.224,7,-8.865,1,0.029,0.925,1.57e-05,0.972,0.223,107.16,0RsDAU5gvvs1rRZ6VNKBOJ,spotify:track:0RsDAU5gvvs1rRZ6VNKBOJ,274228,4
1140,Reflect The Storm,['In Flames'],spotify:track:0EQksiFSpjKbT4CDr5UiFH,0.405,0.978,3,-4.2,1,0.109,0.00136,0.215,0.309,0.0645,104.982,0EQksiFSpjKbT4CDr5UiFH,spotify:track:0EQksiFSpjKbT4CDr5UiFH,256575,4
1141,Highway Star,['Deep Purple'],spotify:track:79q7xFOodcfIVbpNHjE2gB,0.252,0.874,9,-6.596,0,0.0602,0.00307,0.014,0.122,0.377,172.804,79q7xFOodcfIVbpNHjE2gB,spotify:track:79q7xFOodcfIVbpNHjE2gB,367947,4
1142,Avalon - Remastered,['Roxy Music'],spotify:track:7iWIdiJlKvJ4PjFYVrWLUU,0.759,0.563,0,-8.643,1,0.0338,0.699,0.619,0.144,0.86,136.67,7iWIdiJlKvJ4PjFYVrWLUU,spotify:track:7iWIdiJlKvJ4PjFYVrWLUU,256840,4
1143,Clamour For Glamour,['The Ark'],spotify:track:1DFp8TBMisYVToAMCGjaaH,0.675,0.765,9,-4.333,1,0.0564,0.00508,0.0108,0.188,0.651,148.873,1DFp8TBMisYVToAMCGjaaH,spotify:track:1DFp8TBMisYVToAMCGjaaH,190507,4
1144,Condemned,['In Flames'],spotify:track:6TQDscUm2RJfjQnng18gHh,0.397,0.98,0,-3.377,0,0.0612,4.5e-05,0.271,0.102,0.19,159.997,6TQDscUm2RJfjQnng18gHh,spotify:track:6TQDscUm2RJfjQnng18gHh,214320,4
1145,Invisible Touch - Remastered 2007,['Genesis'],spotify:track:480dDrqG7LO6qDaphHeXlM,0.623,0.94,0,-5.731,1,0.0365,0.202,0.00184,0.0472,0.837,131.037,480dDrqG7LO6qDaphHeXlM,spotify:track:480dDrqG7LO6qDaphHeXlM,210133,4
1146,Space Oddity - 1997 Remaster,['David Bowie'],spotify:track:5BSkUsTWQWfctzP5EF8XnK,0.312,0.35,0,-16.098,1,0.0329,0.0546,2.62e-05,0.495,0.495,139.683,5BSkUsTWQWfctzP5EF8XnK,spotify:track:5BSkUsTWQWfctzP5EF8XnK,317173,3
1147,Wicked game,['HIM'],spotify:track:0rZTJmLQx7IquBctp98d0z,0.481,0.831,4,-5.071,1,0.0627,0.00696,2.86e-05,0.106,0.497,119.851,0rZTJmLQx7IquBctp98d0z,spotify:track:0rZTJmLQx7IquBctp98d0z,245867,4
1148,Some Say,['Sum 41'],spotify:track:0stledYnarjj3ZcMEwd7hC,0.374,0.875,1,-4.967,1,0.0885,0.00236,9.61e-06,0.263,0.237,162.662,0stledYnarjj3ZcMEwd7hC,spotify:track:0stledYnarjj3ZcMEwd7hC,206100,4
1149,Forever Angel,['Axel Rudi Pell'],spotify:track:6eYeX8fwO6JJchuxr2aWkd,0.358,0.579,6,-4.428,1,0.0308,0.000624,2.05e-06,0.357,0.244,136.098,6eYeX8fwO6JJchuxr2aWkd,spotify:track:6eYeX8fwO6JJchuxr2aWkd,360680,4
1150,Superbeast,['Rob Zombie'],spotify:track:2lJvciTEU834w2Yl7VVueJ,0.525,0.973,11,-4.428,0,0.0562,0.000113,0.765,0.431,0.325,154.042,2lJvciTEU834w2Yl7VVueJ,spotify:track:2lJvciTEU834w2Yl7VVueJ,219661,4
1151,Ghost Prototype I - Measurement Of Thought,['Scar Symmetry'],spotify:track:3wxumjnXmyjYfUYLFl35P1,0.461,0.975,11,-2.685,0,0.0738,5.33e-05,0.00251,0.0997,0.597,90.001,3wxumjnXmyjYfUYLFl35P1,spotify:track:3wxumjnXmyjYfUYLFl35P1,275667,4
1152,Paperthin Hymn,['Anberlin'],spotify:track:6VSmHLLvYAAkzrYFT3LloU,0.298,0.597,5,-12.107,1,0.0343,0.00111,0.0,0.0819,0.536,180.434,6VSmHLLvYAAkzrYFT3LloU,spotify:track:6VSmHLLvYAAkzrYFT3LloU,197480,4
1153,The Bird and the Worm,['The Used'],spotify:track:2OsB5mygafbQxTwznXC0eP,0.299,0.933,6,-6.874,0,0.17,0.0742,1.21e-05,0.0723,0.205,180.092,2OsB5mygafbQxTwznXC0eP,spotify:track:2OsB5mygafbQxTwznXC0eP,225040,3
1154,From the Inside,['Linkin Park'],spotify:track:1h4qhOmbd7eQLeMNOg8nWQ,0.466,0.965,1,-2.597,0,0.0904,0.042,0.0,0.101,0.453,95.028,1h4qhOmbd7eQLeMNOg8nWQ,spotify:track:1h4qhOmbd7eQLeMNOg8nWQ,173933,3
1155,Don't Let The Man Get You Down,['Fatboy Slim'],spotify:track:1LJZlSRLtkxH6bTn2N68t2,0.562,0.739,9,-4.749,1,0.0737,0.218,9.86e-05,0.28,0.641,169.916,1LJZlSRLtkxH6bTn2N68t2,spotify:track:1LJZlSRLtkxH6bTn2N68t2,241707,4
1156,Black Thumbnail,['Kings of Leon'],spotify:track:6xFk9F3QkQyApVxy7kzPEm,0.356,0.844,9,-3.628,1,0.057,0.00361,0.000114,0.238,0.183,131.529,6xFk9F3QkQyApVxy7kzPEm,spotify:track:6xFk9F3QkQyApVxy7kzPEm,239547,4
1157,Princess of the Night,['Saxon'],spotify:track:7p4zynej1pHyz9wsR5PmDf,0.334,0.837,3,-5.332,0,0.056,0.00032,0.00015,0.0775,0.673,107.035,7p4zynej1pHyz9wsR5PmDf,spotify:track:7p4zynej1pHyz9wsR5PmDf,242469,4
1158,Won't Go Home Without You,['Maroon 5'],spotify:track:5kTvymHsmlmcy5yQWbWO1U,0.737,0.615,3,-3.76,1,0.0317,0.0149,0.0,0.102,0.41,110.023,5kTvymHsmlmcy5yQWbWO1U,spotify:track:5kTvymHsmlmcy5yQWbWO1U,231173,4
1159,Punk Rock Song,['Bad Religion'],spotify:track:3cAeRRvExh8FwzWPQqMhsS,0.318,0.984,1,-4.673,0,0.0806,0.000215,0.000244,0.386,0.716,177.229,3cAeRRvExh8FwzWPQqMhsS,spotify:track:3cAeRRvExh8FwzWPQqMhsS,147173,4
1160,Miss You Love,['Maria Mena'],spotify:track:1DH9Jw14TpkKzNIwbCFB6p,0.522,0.365,6,-8.372,0,0.0287,0.411,0.0,0.12,0.307,84.015,1DH9Jw14TpkKzNIwbCFB6p,spotify:track:1DH9Jw14TpkKzNIwbCFB6p,189627,4
1161,P.Y.T. (Pretty Young Thing),['Michael Jackson'],spotify:track:4QnQm6gu3zGUSKAQ6AKm9q,0.887,0.78,11,-5.865,0,0.0442,0.224,0.000162,0.0971,0.955,127.328,4QnQm6gu3zGUSKAQ6AKm9q,spotify:track:4QnQm6gu3zGUSKAQ6AKm9q,238733,4
1162,Fluorescent Adolescent,['Arctic Monkeys'],spotify:track:6JouDQvtI0C7bBwBc5n7sO,0.652,0.824,1,-5.144,0,0.0278,0.00165,7.84e-05,0.17,0.827,112.145,6JouDQvtI0C7bBwBc5n7sO,spotify:track:6JouDQvtI0C7bBwBc5n7sO,179533,4
1163,Country House,['Blur'],spotify:track:1IZNmbbRMnvmxoSMbkiqG7,0.332,0.872,9,-7.739,1,0.0752,0.13,0.0,0.153,0.652,175.417,1IZNmbbRMnvmxoSMbkiqG7,spotify:track:1IZNmbbRMnvmxoSMbkiqG7,237360,4
1164,Forgotten,['Linkin Park'],spotify:track:5kBkdxl6uRdwtsGTONJa0z,0.615,0.947,8,-3.817,0,0.11,0.0132,0.0,0.366,0.498,108.193,5kBkdxl6uRdwtsGTONJa0z,spotify:track:5kBkdxl6uRdwtsGTONJa0z,194427,4
1165,Tears In Heaven,['Eric Clapton'],spotify:track:2lJOKQmXQ5yiRyCTE5FyDE,0.705,0.324,9,-11.217,1,0.0246,0.842,0.00386,0.201,0.494,79.051,2lJOKQmXQ5yiRyCTE5FyDE,spotify:track:2lJOKQmXQ5yiRyCTE5FyDE,276867,4
1166,Musik Non Stop,['kent'],spotify:track:0kNN4E7Ai5u5JprxgLJH3R,0.52,0.705,2,-5.988,0,0.039,0.000289,0.0,0.0942,0.273,106.018,0kNN4E7Ai5u5JprxgLJH3R,spotify:track:0kNN4E7Ai5u5JprxgLJH3R,273949,4
1167,Glamorous,"['Fergie', 'Ludacris']",spotify:track:45JvAuYKz0Wm06r9fHb22B,0.815,0.756,0,-6.41,1,0.221,0.292,0.0,0.074,0.575,130.97,45JvAuYKz0Wm06r9fHb22B,spotify:track:45JvAuYKz0Wm06r9fHb22B,246587,4
1168,Columbus,['kent'],spotify:track:3RT4RYbwP0PagmsOnz0RiQ,0.521,0.672,10,-6.363,1,0.0293,0.00123,0.00458,0.154,0.155,117.003,3RT4RYbwP0PagmsOnz0RiQ,spotify:track:3RT4RYbwP0PagmsOnz0RiQ,266693,3
1169,Tunnel Of Love - Intro/The Carousel Waltz,['Dire Straits'],spotify:track:5ciZrSffMcqayYnqBXhgw7,0.488,0.763,5,-8.373,1,0.0359,0.197,0.00293,0.22,0.57,137.455,5ciZrSffMcqayYnqBXhgw7,spotify:track:5ciZrSffMcqayYnqBXhgw7,490933,4
1170,Provider,['N.E.R.D'],spotify:track:6H99B8iTsXgCpRzGpyVgCS,0.697,0.771,11,-6.295,0,0.0599,0.244,0.0,0.295,0.617,79.927,6H99B8iTsXgCpRzGpyVgCS,spotify:track:6H99B8iTsXgCpRzGpyVgCS,258670,4
1171,505,['Arctic Monkeys'],spotify:track:4YV8E0rhGlPhyz6ZrO9k54,0.523,0.869,0,-5.837,1,0.0543,0.0027,9.3e-05,0.0934,0.239,140.225,4YV8E0rhGlPhyz6ZrO9k54,spotify:track:4YV8E0rhGlPhyz6ZrO9k54,253587,4
1172,The Will To Death,['John Frusciante'],spotify:track:7kcOsD87LLIwxzoyo0Dy38,0.498,0.113,6,-16.097,0,0.0333,0.691,0.000279,0.108,0.296,168.383,7kcOsD87LLIwxzoyo0Dy38,spotify:track:7kcOsD87LLIwxzoyo0Dy38,228427,4
1173,Drain You,['Nirvana'],spotify:track:0CrBz2gD7udQ6iv5oM0OO2,0.32,0.884,11,-10.193,0,0.0453,1.69e-05,3.72e-05,0.126,0.256,132.918,0CrBz2gD7udQ6iv5oM0OO2,spotify:track:0CrBz2gD7udQ6iv5oM0OO2,223701,4
1174,Breathing,['Yellowcard'],spotify:track:0DxN6Ywom8nnndyQXdSBPy,0.382,0.932,4,-3.726,0,0.0716,3.5e-05,0.0,0.243,0.57,179.581,0DxN6Ywom8nnndyQXdSBPy,spotify:track:0DxN6Ywom8nnndyQXdSBPy,218707,4
1175,Can I Play with Madness - 1998 Remaster,['Iron Maiden'],spotify:track:0der44SzM8j3KYyB9HZQPj,0.312,0.962,2,-6.586,1,0.0854,0.0678,0.0,0.272,0.572,141.892,0der44SzM8j3KYyB9HZQPj,spotify:track:0der44SzM8j3KYyB9HZQPj,211027,1
1176,Talk Dirty To Me,['Poison'],spotify:track:01R0Xdwje645C6xFCnMRvm,0.507,0.804,11,-13.267,1,0.044,0.0211,0.00248,0.381,0.708,157.996,01R0Xdwje645C6xFCnMRvm,spotify:track:01R0Xdwje645C6xFCnMRvm,223960,4
1177,The Illusionist,['Scar Symmetry'],spotify:track:3jVDRW9h3wXCsTMgdcmckO,0.404,0.964,2,-3.668,1,0.062,5.58e-05,0.0012,0.137,0.404,75.008,3jVDRW9h3wXCsTMgdcmckO,spotify:track:3jVDRW9h3wXCsTMgdcmckO,271491,4
1178,Both Sides Now,['Joni Mitchell'],spotify:track:1pjATX7sbd6Y4jMVqIvzHk,0.258,0.139,2,-13.522,1,0.0317,0.868,0.00149,0.1,0.139,77.995,1pjATX7sbd6Y4jMVqIvzHk,spotify:track:1pjATX7sbd6Y4jMVqIvzHk,345400,4
1179,My Party,['Kings of Leon'],spotify:track:3l9P9fb8xQKhC6m8hFiM7f,0.398,0.858,11,-5.84,1,0.0405,0.00363,0.0945,0.0594,0.688,128.775,3l9P9fb8xQKhC6m8hFiM7f,spotify:track:3l9P9fb8xQKhC6m8hFiM7f,250813,4
1180,Crucify,['Tori Amos'],spotify:track:0W4BtjtJcS4G1WWgKo1XUD,0.524,0.556,1,-10.657,1,0.0924,0.261,6.43e-05,0.123,0.434,82.963,0W4BtjtJcS4G1WWgKo1XUD,spotify:track:0W4BtjtJcS4G1WWgKo1XUD,298973,4
1181,New Year's Day,['U2'],spotify:track:7w3klLQ4XYHxEdYL50qX9M,0.52,0.864,8,-4.243,0,0.0328,0.00253,0.0244,0.507,0.6,133.465,7w3klLQ4XYHxEdYL50qX9M,spotify:track:7w3klLQ4XYHxEdYL50qX9M,258093,4
1182,Slaughter Of The Soul,['At The Gates'],spotify:track:2Vy4z1ZUN7RvN7syWI2yef,0.131,0.975,7,-7.228,1,0.118,1.61e-06,0.914,0.0862,0.393,79.467,2Vy4z1ZUN7RvN7syWI2yef,spotify:track:2Vy4z1ZUN7RvN7syWI2yef,183093,4
1183,Million Faces,['Paolo Nutini'],spotify:track:4OWN4fxrnKhAZz6egeMybi,0.614,0.441,5,-10.114,1,0.0625,0.688,1.05e-05,0.124,0.437,76.873,4OWN4fxrnKhAZz6egeMybi,spotify:track:4OWN4fxrnKhAZz6egeMybi,221280,4
1184,Child in Time,['Deep Purple'],spotify:track:21cp8L9Pei4AgysZVihjSv,0.331,0.34,9,-14.784,0,0.0369,0.313,0.607,0.234,0.365,126.672,21cp8L9Pei4AgysZVihjSv,spotify:track:21cp8L9Pei4AgysZVihjSv,619267,4
1185,They Don't Care About Us,['Michael Jackson'],spotify:track:3ez5gbdzGrLTJyY5Xhxy3r,0.854,0.907,2,-5.167,0,0.169,0.188,0.00871,0.321,0.742,89.926,3ez5gbdzGrLTJyY5Xhxy3r,spotify:track:3ez5gbdzGrLTJyY5Xhxy3r,284387,4
1186,Rock DJ,['Robbie Williams'],spotify:track:7oQSevUCbYs4QawXTHQVV1,0.712,0.762,7,-4.307,1,0.0326,0.026,0.0,0.0981,0.842,103.032,7oQSevUCbYs4QawXTHQVV1,spotify:track:7oQSevUCbYs4QawXTHQVV1,260560,4
1187,I'm Like A Bird,['Nelly Furtado'],spotify:track:2ze7s5CrESggiWA3RpDYIy,0.622,0.616,10,-5.107,1,0.0349,0.147,3.87e-06,0.218,0.598,89.673,2ze7s5CrESggiWA3RpDYIy,spotify:track:2ze7s5CrESggiWA3RpDYIy,243160,4
1188,Glory of Love,['Peter Cetera'],spotify:track:1eyq8cjUQ2daFthW2PC2GM,0.518,0.585,5,-8.485,1,0.0279,0.0778,2.43e-06,0.31,0.312,144.998,1eyq8cjUQ2daFthW2PC2GM,spotify:track:1eyq8cjUQ2daFthW2PC2GM,258120,4
1189,Try Honesty,['Billy Talent'],spotify:track:3fPSHjVO4iwwGEhHvTwlNb,0.462,0.984,6,-3.559,0,0.114,0.000141,4.28e-05,0.377,0.327,156.921,3fPSHjVO4iwwGEhHvTwlNb,spotify:track:3fPSHjVO4iwwGEhHvTwlNb,253707,4
1190,Danny&Lucy(11pm),['Volbeat'],spotify:track:3Klaxjon7FhhHlHDr1XsQu,0.38,0.981,2,-4.873,0,0.108,4.15e-06,0.00875,0.0445,0.346,122.422,3Klaxjon7FhhHlHDr1XsQu,spotify:track:3Klaxjon7FhhHlHDr1XsQu,171933,4
1191,Rebel Monster,['Volbeat'],spotify:track:1cynWDiqq2XQAgPcPAPVDt,0.344,0.987,2,-4.698,1,0.15,2.95e-06,0.0218,0.225,0.111,135.529,1cynWDiqq2XQAgPcPAPVDt,spotify:track:1cynWDiqq2XQAgPcPAPVDt,174747,4
1192,Nothing Else Matters - Instrumental Version,['Apocalyptica'],spotify:track:3RxE3PASwabEJSolUs1hh0,0.335,0.194,2,-12.157,0,0.0333,0.575,0.9,0.0948,0.16,137.675,3RxE3PASwabEJSolUs1hh0,spotify:track:3RxE3PASwabEJSolUs1hh0,285533,3
1193,Standing In The Way of Control,['Gossip'],spotify:track:2WoZsxEDAqtoPJ3B7jcc1g,0.697,0.91,7,-6.23,1,0.03,0.00623,0.0361,0.227,0.954,118.288,2WoZsxEDAqtoPJ3B7jcc1g,spotify:track:2WoZsxEDAqtoPJ3B7jcc1g,256400,4
1194,"All For Love - From ""The Three Musketeers"" Soundtrack","['Bryan Adams', 'Sting', 'Rod Stewart']",spotify:track:0T4wPYibBqtaiiPFuVyqlY,0.477,0.569,2,-6.56,1,0.0272,0.207,0.0,0.12,0.119,74.819,0T4wPYibBqtaiiPFuVyqlY,spotify:track:0T4wPYibBqtaiiPFuVyqlY,280027,4
1195,Spoonman,['Soundgarden'],spotify:track:2Ekzm3AGOE0u3uXy6rhAZY,0.268,0.794,0,-11.034,1,0.0341,2.85e-05,0.075,0.229,0.903,182.921,2Ekzm3AGOE0u3uXy6rhAZY,spotify:track:2Ekzm3AGOE0u3uXy6rhAZY,246373,3
1196,Pure Shores,['All Saints'],spotify:track:2vIEquOWG8DTVgwIOofocm,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618,2vIEquOWG8DTVgwIOofocm,spotify:track:2vIEquOWG8DTVgwIOofocm,268747,4
1197,Millionaire,"['Kelis', 'André 3000']",spotify:track:5FJlVqsN2jQBu8uRpy3GqG,0.68,0.847,11,-6.636,1,0.108,0.0217,0.0,0.0374,0.75,176.051,5FJlVqsN2jQBu8uRpy3GqG,spotify:track:5FJlVqsN2jQBu8uRpy3GqG,224933,4
1198,Low,['Coldplay'],spotify:track:1BBtng1KOF0JuC6bSNgGmp,0.466,0.882,4,-8.962,0,0.0442,0.0224,0.0264,0.342,0.502,132.086,1BBtng1KOF0JuC6bSNgGmp,spotify:track:1BBtng1KOF0JuC6bSNgGmp,332105,4
1199,My Own Summer (Shove It),['Deftones'],spotify:track:1158ckiB5S4cpsdYHDB9IF,0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,1158ckiB5S4cpsdYHDB9IF,spotify:track:1158ckiB5S4cpsdYHDB9IF,214760,4
1200,Don't Stop,['Fleetwood Mac'],spotify:track:4SXU3lUZ1eb4JWWbkQw43Y,0.686,0.632,9,-11.433,1,0.0353,0.0398,2.2e-06,0.0686,0.88,118.965,4SXU3lUZ1eb4JWWbkQw43Y,spotify:track:4SXU3lUZ1eb4JWWbkQw43Y,192133,4
1201,King Of Fools (Edit),['Edguy'],spotify:track:3g7ELVxKlyTz6IrSNh0MI7,0.514,0.817,4,-5.691,1,0.0418,6.75e-05,4.47e-06,0.133,0.209,122.001,3g7ELVxKlyTz6IrSNh0MI7,spotify:track:3g7ELVxKlyTz6IrSNh0MI7,209120,4
1202,Oh Yeah,['Yello'],spotify:track:3hcyxNuS7Ppe7OmqLmToAG,0.744,0.682,6,-14.867,1,0.0555,0.00614,0.802,0.241,0.705,131.121,3hcyxNuS7Ppe7OmqLmToAG,spotify:track:3hcyxNuS7Ppe7OmqLmToAG,190107,4
1203,Out of My Mind,['James Blunt'],spotify:track:3zageWW7Zbqdo0edJI8StA,0.567,0.564,5,-6.303,1,0.0286,0.281,0.000569,0.0983,0.391,80.982,3zageWW7Zbqdo0edJI8StA,spotify:track:3zageWW7Zbqdo0edJI8StA,213120,4
1204,A Boy Brushed Red Living In Black And White,['Underoath'],spotify:track:47IWLfIKOKhFnz1FUEUIkE,0.419,0.932,1,-3.604,0,0.106,0.00171,0.0,0.137,0.445,169.881,47IWLfIKOKhFnz1FUEUIkE,spotify:track:47IWLfIKOKhFnz1FUEUIkE,268000,4
1205,I'm Kissing You,"[""Des'ree""]",spotify:track:3qgCLmPcJcGq8flE6KxGO2,0.235,0.315,9,-13.206,0,0.0381,0.893,0.0279,0.0906,0.0799,166.212,3qgCLmPcJcGq8flE6KxGO2,spotify:track:3qgCLmPcJcGq8flE6KxGO2,291040,5
1206,What’s Left of the Flag,['Flogging Molly'],spotify:track:2NFyWtBM9pTPszMMmxjVOl,0.204,0.956,7,-4.35,1,0.0896,0.00336,2.45e-05,0.303,0.557,156.108,2NFyWtBM9pTPszMMmxjVOl,spotify:track:2NFyWtBM9pTPszMMmxjVOl,218960,4
1207,Gravity,['Sara Bareilles'],spotify:track:4oa14QBfWRDfJy2agySy0L,0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964,4oa14QBfWRDfJy2agySy0L,spotify:track:4oa14QBfWRDfJy2agySy0L,232760,4
1208,Cancer,['My Chemical Romance'],spotify:track:0GgN4MhR5GKn5IcKN0e0rG,0.457,0.515,4,-4.31,1,0.0261,0.358,0.0,0.278,0.222,74.984,0GgN4MhR5GKn5IcKN0e0rG,spotify:track:0GgN4MhR5GKn5IcKN0e0rG,142973,4
1209,It Feels So Good,['Sonique'],spotify:track:6ukJXqRAorZSchjW4NawEf,0.636,0.688,5,-7.273,0,0.0297,0.0131,0.000871,0.1,0.587,134.987,6ukJXqRAorZSchjW4NawEf,spotify:track:6ukJXqRAorZSchjW4NawEf,242867,4
1210,Sing Hallelujah!,['Dr. Alban'],spotify:track:1ohbjkuczl6hEoYEo931PH,0.759,0.822,5,-7.268,0,0.0367,0.00136,0.0167,0.131,0.94,124.713,1ohbjkuczl6hEoYEo931PH,spotify:track:1ohbjkuczl6hEoYEo931PH,240933,4
1211,Lovers in Japan,['Coldplay'],spotify:track:5qPGi9p8VqcizfdgWxtmLt,0.202,0.733,7,-7.599,1,0.0446,0.0427,0.696,0.243,0.0728,118.223,5qPGi9p8VqcizfdgWxtmLt,spotify:track:5qPGi9p8VqcizfdgWxtmLt,411013,4
1212,It Must Be Love,['Madness'],spotify:track:2ohy1uevBkPZc4ibN8wMHU,0.538,0.521,7,-7.332,1,0.0334,0.383,6.77e-05,0.188,0.621,147.13,2ohy1uevBkPZc4ibN8wMHU,spotify:track:2ohy1uevBkPZc4ibN8wMHU,200120,4
1213,March to The Shore,['In Flames'],spotify:track:2FRVieffn3CH6MkJ6EXQ6g,0.474,0.983,3,-3.455,1,0.137,4.39e-05,0.000316,0.122,0.181,119.946,2FRVieffn3CH6MkJ6EXQ6g,spotify:track:2FRVieffn3CH6MkJ6EXQ6g,206053,4
1214,Smooth Operator - Single Version,['Sade'],spotify:track:3oQ2qU2IFxL1Qp4pXQrYte,0.729,0.578,9,-6.643,0,0.0323,0.217,0.00178,0.0278,0.961,119.334,3oQ2qU2IFxL1Qp4pXQrYte,spotify:track:3oQ2qU2IFxL1Qp4pXQrYte,258307,4
1215,Cocaine,['Eric Clapton'],spotify:track:2pQ6i5Ll6ggtG5T4RK5J9G,0.682,0.546,9,-11.551,1,0.0256,0.013,0.00716,0.246,0.678,104.652,2pQ6i5Ll6ggtG5T4RK5J9G,spotify:track:2pQ6i5Ll6ggtG5T4RK5J9G,213320,4
1216,Brother Louie,['Modern Talking'],spotify:track:0XbC1z6tfhd2167ca1icMk,0.783,0.836,0,-9.223,0,0.0486,0.396,0.0236,0.135,0.831,108.966,0XbC1z6tfhd2167ca1icMk,spotify:track:0XbC1z6tfhd2167ca1icMk,222667,4
1217,Joga,['Björk'],spotify:track:4tp6vyJpXa0Vr73IYerX28,0.319,0.683,1,-6.942,0,0.0589,0.394,0.000181,0.0807,0.26,146.19,4tp6vyJpXa0Vr73IYerX28,spotify:track:4tp6vyJpXa0Vr73IYerX28,305360,4
1218,Stand by Me,['Ben E. King'],spotify:track:7jmHyHMEqm9MJWiMAneF05,0.632,0.232,9,-12.326,1,0.0318,0.428,4.95e-06,0.215,0.673,119.136,7jmHyHMEqm9MJWiMAneF05,spotify:track:7jmHyHMEqm9MJWiMAneF05,175493,4
1219,"Suerte (Whenever, Wherever)",['Shakira'],spotify:track:1YIoEGlYIrlir1FOdWmSe8,0.765,0.847,1,-4.745,0,0.0329,0.176,0.0,0.26,0.907,108.982,1YIoEGlYIrlir1FOdWmSe8,spotify:track:1YIoEGlYIrlir1FOdWmSe8,194733,4
1220,Get Over It,['OK Go'],spotify:track:0SLOiJClXkAZluClYpke95,0.389,0.767,2,-4.314,1,0.149,0.00127,0.0,0.435,0.544,184.926,0SLOiJClXkAZluClYpke95,spotify:track:0SLOiJClXkAZluClYpke95,196760,4
1221,Blood Brothers,['Papa Roach'],spotify:track:40prrJvM3P7xOg393SU4Hy,0.468,0.962,2,-3.331,0,0.0604,0.000361,1.45e-06,0.262,0.583,169.209,40prrJvM3P7xOg393SU4Hy,spotify:track:40prrJvM3P7xOg393SU4Hy,213800,4
1222,Roulette,['System Of A Down'],spotify:track:6Jj1Bb2s0gAOhH4yCGjDvh,0.475,0.477,5,-7.527,0,0.0266,0.552,0.00729,0.133,0.227,129.006,6Jj1Bb2s0gAOhH4yCGjDvh,spotify:track:6Jj1Bb2s0gAOhH4yCGjDvh,201200,4
1223,Kids with Guns,['Gorillaz'],spotify:track:0eEgMbSzOHmkOeVuNC3E0k,0.838,0.475,4,-5.505,0,0.036,0.000417,0.714,0.226,0.711,106.217,0eEgMbSzOHmkOeVuNC3E0k,spotify:track:0eEgMbSzOHmkOeVuNC3E0k,225773,4
1224,Breathless,['Shayne Ward'],spotify:track:0np3m3ZA3ujWO5IHUqWFLW,0.507,0.58,2,-5.621,1,0.04,0.469,0.0,0.0721,0.493,123.934,0np3m3ZA3ujWO5IHUqWFLW,spotify:track:0np3m3ZA3ujWO5IHUqWFLW,227147,4
1225,Film Noir,['The Gaslight Anthem'],spotify:track:3Hn4mCs7Ba6Xobp7MnABzF,0.56,0.827,5,-4.349,1,0.0461,0.1,0.0,0.0756,0.488,135.994,3Hn4mCs7Ba6Xobp7MnABzF,spotify:track:3Hn4mCs7Ba6Xobp7MnABzF,209333,4
