,title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature
8688,Call It Karma,['Silverstein'],spotify:track:4uqOLqlYCxq424X5P9R4YG,0.434,0.882,9,-3.112,0,0.049,6.28e-05,2.23e-05,0.292,0.253,169.954,4uqOLqlYCxq424X5P9R4YG,spotify:track:4uqOLqlYCxq424X5P9R4YG,254027,4
8689,Losing My Edge,['LCD Soundsystem'],spotify:track:1XlDNpWy8dyEljyRd0RC2J,0.769,0.959,5,-8.717,0,0.0634,0.000208,0.631,0.331,0.893,116.168,1XlDNpWy8dyEljyRd0RC2J,spotify:track:1XlDNpWy8dyEljyRd0RC2J,473067,4
8690,Carrie,['Europe'],spotify:track:29wJiSQcze8HEmxkUQykyp,0.455,0.487,7,-7.112,1,0.0264,0.114,2.43e-06,0.358,0.139,136.482,29wJiSQcze8HEmxkUQykyp,spotify:track:29wJiSQcze8HEmxkUQykyp,272133,4
8691,Brand New Day,['Sting'],spotify:track:1iT9PiQOOnK4TILUIEyD9e,0.497,0.814,4,-7.41,1,0.0747,0.21,5.18e-06,0.0713,0.393,157.418,1iT9PiQOOnK4TILUIEyD9e,spotify:track:1iT9PiQOOnK4TILUIEyD9e,380200,3
8692,Can't Stop,['Maroon 5'],spotify:track:0JsbJarhyRhezaPWMnKidX,0.61,0.931,4,-1.872,0,0.0633,0.0167,0.0,0.0585,0.971,154.874,0JsbJarhyRhezaPWMnKidX,spotify:track:0JsbJarhyRhezaPWMnKidX,152800,4
8693,Sanvean - Live Remastered,['Dead Can Dance'],spotify:track:79WWNJKEk1xJE70jAhTFK3,0.115,0.234,9,-12.081,0,0.0388,0.936,0.0768,0.674,0.0384,92.457,79WWNJKEk1xJE70jAhTFK3,spotify:track:79WWNJKEk1xJE70jAhTFK3,238693,3
8694,Rollover D.J.,['Jet'],spotify:track:2CNYns4imTBYe52m98xXqM,0.489,0.918,0,-3.762,1,0.0513,0.000309,8.59e-06,0.102,0.63,133.554,2CNYns4imTBYe52m98xXqM,spotify:track:2CNYns4imTBYe52m98xXqM,196600,4
8695,Under Pressure (Live In Montreal),['Queen'],spotify:track:0ZEZBr8D036JmWv1FYRujr,0.461,0.946,2,-4.366,1,0.0715,0.00162,0.000427,0.989,0.177,115.287,0ZEZBr8D036JmWv1FYRujr,spotify:track:0ZEZBr8D036JmWv1FYRujr,229120,4
8696,You Are Not Alone,['Eagles'],spotify:track:0nut9NSzwB2fSLk1nDyjTm,0.538,0.403,0,-10.091,1,0.0284,0.187,0.00229,0.133,0.434,76.165,0nut9NSzwB2fSLk1nDyjTm,spotify:track:0nut9NSzwB2fSLk1nDyjTm,144213,4
8697,Fresh,['Daft Punk'],spotify:track:78H72MElkOY9cRnaudxZFY,0.503,0.952,1,-9.308,1,0.572,0.268,0.272,0.875,0.174,126.345,78H72MElkOY9cRnaudxZFY,spotify:track:78H72MElkOY9cRnaudxZFY,244400,4
8698,Cerezas,['Huecco'],spotify:track:4QNyLXK7QWdk1MzaV6qvOq,0.489,0.868,9,-4.239,0,0.0734,0.0997,0.0,0.231,0.88,128.134,4QNyLXK7QWdk1MzaV6qvOq,spotify:track:4QNyLXK7QWdk1MzaV6qvOq,227867,4
8699,Slave Song - Live,"['Sade', 'The Abyssinians']",spotify:track:6Hn660eFcV0xAKqiBq99Wt,0.723,0.484,9,-11.612,0,0.0417,0.184,0.00625,0.826,0.246,117.993,6Hn660eFcV0xAKqiBq99Wt,spotify:track:6Hn660eFcV0xAKqiBq99Wt,275267,4
8700,"Say Something, Say Anything",['Blood Red Shoes'],spotify:track:64ZkQnklnLwwQSjnrzGABq,0.383,0.993,9,-3.892,0,0.141,0.00596,0.0,0.152,0.208,147.622,64ZkQnklnLwwQSjnrzGABq,spotify:track:64ZkQnklnLwwQSjnrzGABq,192075,4
8701,My Aphrodisiac Is You,['Various Artists'],spotify:track:1nRGYbwUpgUKDj80HsxBS2,0.66,0.305,2,-9.974,1,0.0279,0.772,2.73e-05,0.256,0.477,87.025,1nRGYbwUpgUKDj80HsxBS2,spotify:track:1nRGYbwUpgUKDj80HsxBS2,212107,4
8702,Teenage Dirtbag - Explicit Album Version,['Wheatus'],spotify:track:0P8TSeRC5oSwjqGjkduTvF,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,0P8TSeRC5oSwjqGjkduTvF,spotify:track:0P8TSeRC5oSwjqGjkduTvF,241667,4
8703,Family Man,['Mike Oldfield'],spotify:track:4eG73u0z6VULG7BrikmGmr,0.767,0.859,5,-7.857,0,0.0367,0.168,0.00023,0.39,0.941,130.125,4eG73u0z6VULG7BrikmGmr,spotify:track:4eG73u0z6VULG7BrikmGmr,226200,4
8704,Love Action (I Believe in Love),['The Human League'],spotify:track:7ttwrfe807K63aXv3VSKU1,0.69,0.675,0,-7.824,1,0.0305,0.121,0.00153,0.159,0.635,121.559,7ttwrfe807K63aXv3VSKU1,spotify:track:7ttwrfe807K63aXv3VSKU1,231133,4
8705,Ueoh!!,['Mojinos Escozios'],spotify:track:28whNu3zrlCZ849DsUySNd,0.568,0.92,4,-4.264,1,0.0539,0.201,3.07e-06,0.0862,0.601,102.997,28whNu3zrlCZ849DsUySNd,spotify:track:28whNu3zrlCZ849DsUySNd,255040,4
8706,Next To You - Remastered 2003,['The Police'],spotify:track:4DPOoRhgBJf73mmkxmNAax,0.407,0.975,4,-6.181,0,0.0666,0.0454,1.26e-05,0.088,0.61,175.246,4DPOoRhgBJf73mmkxmNAax,spotify:track:4DPOoRhgBJf73mmkxmNAax,171500,4
8707,Selfish Girl,['Rihanna'],spotify:track:3QheqXpRMMTQHkcMFUEzYp,0.724,0.643,11,-4.981,0,0.0837,0.0023,0.00714,0.0633,0.737,82.012,3QheqXpRMMTQHkcMFUEzYp,spotify:track:3QheqXpRMMTQHkcMFUEzYp,217173,4
8708,Carpet Crawlers,['Genesis'],spotify:track:4IZc2GaVrfUwkJsXNXQFxS,0.282,0.322,2,-15.271,1,0.0366,0.644,0.000661,0.345,0.256,143.094,4IZc2GaVrfUwkJsXNXQFxS,spotify:track:4IZc2GaVrfUwkJsXNXQFxS,315627,4
8709,Shooting Star (Remastered Album Version),['Bad Company'],spotify:track:3o3HURR06RatkEIE2Kcsht,0.548,0.642,9,-7.998,1,0.029,0.109,2.56e-06,0.046,0.599,83.567,3o3HURR06RatkEIE2Kcsht,spotify:track:3o3HURR06RatkEIE2Kcsht,376360,4
8710,The Sweetest Gift - Live,['Sade'],spotify:track:7c8xlAvhyPq5yWf6WnWDLt,0.423,0.137,0,-17.459,1,0.0355,0.917,0.000212,0.708,0.191,120.123,7c8xlAvhyPq5yWf6WnWDLt,spotify:track:7c8xlAvhyPq5yWf6WnWDLt,152333,3
8711,Wildest Dreams,['Iron Maiden'],spotify:track:1PTM03vodcS9epPv4W4tzi,0.292,0.929,9,-3.669,1,0.0737,0.00136,1.35e-05,0.0757,0.546,103.64,1PTM03vodcS9epPv4W4tzi,spotify:track:1PTM03vodcS9epPv4W4tzi,232747,4
8712,Changes,['3 Doors Down'],spotify:track:78IdWmZqEjDk3WBy7JxwKF,0.271,0.708,2,-5.781,0,0.0396,0.000609,0.0,0.0762,0.197,161.154,78IdWmZqEjDk3WBy7JxwKF,spotify:track:78IdWmZqEjDk3WBy7JxwKF,236867,1
8713,Vi kan väl vänta tills imorgon,['kent'],spotify:track:0AlQfgLEiffGPGERmCOw1H,0.174,0.586,9,-9.969,1,0.0416,0.00772,0.000265,0.0765,0.217,169.814,0AlQfgLEiffGPGERmCOw1H,spotify:track:0AlQfgLEiffGPGERmCOw1H,416267,4
8714,Turn It On Again - Remastered 2007,['Genesis'],spotify:track:3KeVHx19HwWzDGemwEOVoA,0.478,0.861,7,-7.63,1,0.0363,0.0164,0.00597,0.12,0.139,128.356,3KeVHx19HwWzDGemwEOVoA,spotify:track:3KeVHx19HwWzDGemwEOVoA,232040,4
8715,Livin' la Vida Loca - Spanish Version,['Ricky Martin'],spotify:track:3NDcDTTHls5QLGkxqszSGI,0.453,0.956,11,-3.05,1,0.0673,0.0112,0.0,0.0546,0.923,178.151,3NDcDTTHls5QLGkxqszSGI,spotify:track:3NDcDTTHls5QLGkxqszSGI,243507,4
8716,The Spirit,['Edguy'],spotify:track:5bXAH1eeiJ5wCOOfG1eLuh,0.54,0.882,6,-5.807,1,0.0483,0.0185,0.0,0.251,0.327,98.027,5bXAH1eeiJ5wCOOfG1eLuh,spotify:track:5bXAH1eeiJ5wCOOfG1eLuh,230987,4
8717,Stort liv,"['Lars Winnerbäck', 'Hovet']",spotify:track:75oC9a4G69ZczcrmZ6Uhf9,0.479,0.963,2,-3.494,1,0.0394,0.0672,0.0,0.0863,0.889,94.467,75oC9a4G69ZczcrmZ6Uhf9,spotify:track:75oC9a4G69ZczcrmZ6Uhf9,200387,4
8718,Rules,['Shakira'],spotify:track:2KB42Lvoav7uKtFSq5F6ZH,0.689,0.861,5,-6.348,0,0.043,0.037,1.56e-06,0.172,0.762,149.009,2KB42Lvoav7uKtFSq5F6ZH,spotify:track:2KB42Lvoav7uKtFSq5F6ZH,219427,4
8719,Dreamland,['HammerFall'],spotify:track:5nCsNSH8W5WbhfRPzSWmso,0.513,0.992,6,-5.894,1,0.0873,2.82e-05,0.016,0.261,0.348,139.935,5nCsNSH8W5WbhfRPzSWmso,spotify:track:5nCsNSH8W5WbhfRPzSWmso,340067,4
8720,Monkey,['Low'],spotify:track:4u51yg8263eJ3uxmyTU6Mi,0.5,0.542,7,-8.808,1,0.035,0.0277,0.648,0.352,0.197,116.478,4u51yg8263eJ3uxmyTU6Mi,spotify:track:4u51yg8263eJ3uxmyTU6Mi,259880,4
8721,Coming Home,['John Legend'],spotify:track:6sneTpklGgPkviDxdPvWhK,0.566,0.444,0,-8.971,1,0.0285,0.345,2.53e-06,0.11,0.131,130.023,6sneTpklGgPkviDxdPvWhK,spotify:track:6sneTpklGgPkviDxdPvWhK,305133,4
8722,The Dream Is Always The Same,['Tangerine Dream'],spotify:track:5iRVl2TQ54sk9KMed2iUDy,0.722,0.594,6,-17.13,1,0.049,0.976,0.929,0.126,0.755,126.579,5iRVl2TQ54sk9KMed2iUDy,spotify:track:5iRVl2TQ54sk9KMed2iUDy,223293,4
8723,Kill The King,['Rainbow'],spotify:track:2G0mUXIwgANkkDZHLbt1rx,0.42,0.938,0,-7.882,1,0.0664,0.00136,0.00329,0.173,0.697,119.449,2G0mUXIwgANkkDZHLbt1rx,spotify:track:2G0mUXIwgANkkDZHLbt1rx,270507,4
8724,Två dagar på en öde strand,['Sonja Aldén'],spotify:track:504LPaeNMNYiTLSl3Rnncg,0.486,0.45,3,-6.975,1,0.0268,0.435,2.64e-06,0.223,0.0763,135.996,504LPaeNMNYiTLSl3Rnncg,spotify:track:504LPaeNMNYiTLSl3Rnncg,276480,4
8725,Burden In My Hand,['Soundgarden'],spotify:track:5aDKuMBuyPZsIgbfR7UbQK,0.32,0.802,10,-8.909,1,0.0395,0.00635,0.0125,0.185,0.588,183.424,5aDKuMBuyPZsIgbfR7UbQK,spotify:track:5aDKuMBuyPZsIgbfR7UbQK,290067,4
8726,Boys From Nowhere,['Turbonegro'],spotify:track:4c0qW72pmyk4f1WrqpUuCU,0.284,0.968,9,-3.264,1,0.0693,0.011,0.0756,0.33,0.319,166.597,4c0qW72pmyk4f1WrqpUuCU,spotify:track:4c0qW72pmyk4f1WrqpUuCU,210293,4
8727,Mirror Kissers,['The Cribs'],spotify:track:3mBrJdetRetczODfHl9j2V,0.305,0.957,4,-3.378,1,0.0631,0.000231,0.000133,0.146,0.709,161.575,3mBrJdetRetczODfHl9j2V,spotify:track:3mBrJdetRetczODfHl9j2V,215147,4
8728,In A Big Country - Radio Edit,['Big Country'],spotify:track:48cgh5GzcY6Fa7XS5N39BU,0.57,0.941,4,-5.369,1,0.0596,0.00664,8.31e-06,0.278,0.576,125.875,48cgh5GzcY6Fa7XS5N39BU,spotify:track:48cgh5GzcY6Fa7XS5N39BU,230253,4
8729,A Wish For Something More,['Amy Macdonald'],spotify:track:2g0InWn4ar9GEynmZdRzbu,0.691,0.882,7,-3.754,0,0.0256,0.149,0.0,0.307,0.868,101.974,2g0InWn4ar9GEynmZdRzbu,spotify:track:2g0InWn4ar9GEynmZdRzbu,226200,4
8730,Ten Storey Love Song,['The Stone Roses'],spotify:track:5S4DTQrx7StFZKdqCdK4YS,0.399,0.812,2,-6.927,1,0.037,0.00416,0.00581,0.246,0.274,100.467,5S4DTQrx7StFZKdqCdK4YS,spotify:track:5S4DTQrx7StFZKdqCdK4YS,269867,4
8731,Durch den Monsun - Radio Mix,['Tokio Hotel'],spotify:track:0XNfkDA0tCxlACspkJuCs8,0.657,0.611,4,-6.445,0,0.0285,0.0192,0.0,0.226,0.199,112.01,0XNfkDA0tCxlACspkJuCs8,spotify:track:0XNfkDA0tCxlACspkJuCs8,236800,4
8732,Gouge Away,['Pixies'],spotify:track:1YZDkJOFT8xlAXDi8lneb3,0.661,0.407,4,-14.111,1,0.0334,0.00164,0.0241,0.0987,0.497,125.644,1YZDkJOFT8xlAXDi8lneb3,spotify:track:1YZDkJOFT8xlAXDi8lneb3,165067,4
8733,Green Grass,['Tom Waits'],spotify:track:4km5ciw3tnpi3jRW6jMH0w,0.654,0.176,0,-19.581,0,0.0489,0.863,0.00232,0.131,0.407,95.664,4km5ciw3tnpi3jRW6jMH0w,spotify:track:4km5ciw3tnpi3jRW6jMH0w,193600,4
8734,Solitary Man,['Neil Diamond'],spotify:track:1Hd6TTAaRi0ml4ZjDAB1fx,0.547,0.458,4,-12.987,0,0.0295,0.226,0.0,0.348,0.813,78.469,1Hd6TTAaRi0ml4ZjDAB1fx,spotify:track:1Hd6TTAaRi0ml4ZjDAB1fx,153733,4
8735,Aeroplane,['Björk'],spotify:track:0SGL71WamwfFSR0wq1WYts,0.629,0.275,7,-14.904,1,0.0315,0.0938,0.000853,0.143,0.13,104.657,0SGL71WamwfFSR0wq1WYts,spotify:track:0SGL71WamwfFSR0wq1WYts,236493,4
8736,"On a Neck, On a Spit",['Grizzly Bear'],spotify:track:18wtixhJzC2Shhk1A3F8eB,0.261,0.442,2,-8.207,1,0.0321,0.222,0.102,0.221,0.17,93.443,18wtixhJzC2Shhk1A3F8eB,spotify:track:18wtixhJzC2Shhk1A3F8eB,346853,3
8737,True Companion,['Marc Cohn'],spotify:track:38Hfx2SfnlQxXWXWbGZXAq,0.465,0.16,9,-18.027,1,0.0406,0.812,1.11e-06,0.109,0.293,114.591,38Hfx2SfnlQxXWXWbGZXAq,spotify:track:38Hfx2SfnlQxXWXWbGZXAq,249960,4
8738,I'll Never Fall In Love Again,['Burt Bacharach'],spotify:track:3kHoPtIBW0GAfs5DbqLvmX,0.672,0.2,2,-13.86,1,0.0453,0.789,0.0,0.114,0.517,123.541,3kHoPtIBW0GAfs5DbqLvmX,spotify:track:3kHoPtIBW0GAfs5DbqLvmX,192267,4
8739,Back to the Primitive,['Soulfly'],spotify:track:3t3cv2Vb8XzjipocvYP22U,0.601,0.89,11,-4.824,1,0.0965,0.000156,0.608,0.123,0.688,112.085,3t3cv2Vb8XzjipocvYP22U,spotify:track:3t3cv2Vb8XzjipocvYP22U,261960,4
8740,Sleeping Beauty,['A Perfect Circle'],spotify:track:0cGPyglLMBrf7fvrD3uPBd,0.415,0.742,6,-5.756,1,0.0348,0.000258,0.701,0.122,0.555,117.788,0cGPyglLMBrf7fvrD3uPBd,spotify:track:0cGPyglLMBrf7fvrD3uPBd,250827,4
8741,Lovely 2 C U,['Goldfrapp'],spotify:track:7jIKvVxJHAzuTj4UMkUJa9,0.636,0.711,7,-6.517,1,0.0455,0.00418,9.37e-06,0.114,0.65,129.093,7jIKvVxJHAzuTj4UMkUJa9,spotify:track:7jIKvVxJHAzuTj4UMkUJa9,205200,4
8742,Erase / Rewind,['The Cardigans'],spotify:track:2UY4BdOZ7Ncfke96BBUTzM,0.732,0.681,11,-7.103,0,0.0317,0.00145,0.00112,0.11,0.699,103.72,2UY4BdOZ7Ncfke96BBUTzM,spotify:track:2UY4BdOZ7Ncfke96BBUTzM,215760,4
8743,Bang And Blame,['R.E.M.'],spotify:track:02ku26qJEzKy1XdxtU8xdc,0.689,0.586,7,-9.882,1,0.0404,0.162,0.463,0.125,0.421,120.914,02ku26qJEzKy1XdxtU8xdc,spotify:track:02ku26qJEzKy1XdxtU8xdc,329329,4
8744,Who Got the Funk?,['The Streets'],spotify:track:0vKQBFCY0jCMcD7Y8AA1Od,0.836,0.825,3,-6.574,0,0.151,0.174,0.485,0.261,0.569,126.844,0vKQBFCY0jCMcD7Y8AA1Od,spotify:track:0vKQBFCY0jCMcD7Y8AA1Od,109640,4
8745,Risque,['Cute Is What We Aim For'],spotify:track:2ZnvQmwIjlI2gcfryPksn0,0.571,0.786,4,-5.088,1,0.0552,0.0657,6.04e-06,0.15,0.512,131.945,2ZnvQmwIjlI2gcfryPksn0,spotify:track:2ZnvQmwIjlI2gcfryPksn0,222227,4
8746,While The Cold Winter Waiting,['trentemøller'],spotify:track:32FcyKkzeM1YeVcXzvJEbR,0.383,0.319,7,-18.753,1,0.0373,0.732,0.862,0.0888,0.265,149.957,32FcyKkzeM1YeVcXzvJEbR,spotify:track:32FcyKkzeM1YeVcXzvJEbR,311055,3
8747,Loaded - Edit,['Primal Scream'],spotify:track:6CInKVeUjxZYpTLd177d0S,0.67,0.716,8,-8.097,1,0.0656,0.000318,0.477,0.107,0.777,91.136,6CInKVeUjxZYpTLd177d0S,spotify:track:6CInKVeUjxZYpTLd177d0S,273240,4
8748,Humming,['Portishead'],spotify:track:3Ltf49vbdju32NVrUVvoFP,0.591,0.493,4,-7.543,1,0.0349,0.27,0.0793,0.834,0.0639,74.006,3Ltf49vbdju32NVrUVvoFP,spotify:track:3Ltf49vbdju32NVrUVvoFP,362333,4
8749,My Wave,['Soundgarden'],spotify:track:3oaeSvAab1VqvCvtKErUuZ,0.531,0.889,9,-8.657,0,0.0438,0.000103,0.00153,0.0879,0.794,126.844,3oaeSvAab1VqvCvtKErUuZ,spotify:track:3oaeSvAab1VqvCvtKErUuZ,313800,5
8750,Warm Me Up,['The Audition'],spotify:track:4plDzw5ePkoaBGzqsLVMhV,0.474,0.948,8,-2.487,0,0.0571,0.00856,0.0,0.123,0.749,162.981,4plDzw5ePkoaBGzqsLVMhV,spotify:track:4plDzw5ePkoaBGzqsLVMhV,212187,4
8751,La Llanura,['Manolo Garcia'],spotify:track:7MTLiWqMJRvIy6n3vjVSlE,0.674,0.64,7,-5.064,1,0.0374,0.113,0.0,0.133,0.918,133.289,7MTLiWqMJRvIy6n3vjVSlE,spotify:track:7MTLiWqMJRvIy6n3vjVSlE,205173,4
8752,Dangerously In Love,"[""Destiny's Child""]",spotify:track:3lTZ0IzVrK0wQF9G6QaLLj,0.419,0.518,3,-5.689,0,0.167,0.544,0.0,0.445,0.423,98.253,3lTZ0IzVrK0wQF9G6QaLLj,spotify:track:3lTZ0IzVrK0wQF9G6QaLLj,306307,4
8753,Karaoke Plays,['Maximo Park'],spotify:track:299J7EtnLdFPrG9c9jozLZ,0.487,0.878,9,-4.194,1,0.0332,0.0187,0.012,0.129,0.379,153.951,299J7EtnLdFPrG9c9jozLZ,spotify:track:299J7EtnLdFPrG9c9jozLZ,248027,4
8754,Clowns (Can You See Me Now?),['t.A.T.u.'],spotify:track:2mjwuoK2RWc1p1P2v6kUaC,0.635,0.853,0,-5.837,0,0.0417,0.0424,2.16e-06,0.0936,0.536,133.012,2mjwuoK2RWc1p1P2v6kUaC,spotify:track:2mjwuoK2RWc1p1P2v6kUaC,191560,4
8755,One In Ten,['UB40'],spotify:track:27gPsitVnk9mWCbYP1yxyp,0.854,0.542,2,-13.81,0,0.0442,0.0216,2.55e-05,0.0863,0.935,126.57,27gPsitVnk9mWCbYP1yxyp,spotify:track:27gPsitVnk9mWCbYP1yxyp,272907,4
8756,Say It Like You Mean It,['The Pigeon Detectives'],spotify:track:5nCEFdxNloYCLeHRq5AUyy,0.472,0.941,9,-1.879,1,0.0348,0.000411,0.0,0.152,0.926,106.545,5nCEFdxNloYCLeHRq5AUyy,spotify:track:5nCEFdxNloYCLeHRq5AUyy,163173,4
8757,Hold Your Horses,['E-Type'],spotify:track:0C4sxgb6uPhsDHCFq2GEoe,0.746,0.965,8,-3.016,1,0.0412,0.0818,5.27e-06,0.336,0.944,139.96,0C4sxgb6uPhsDHCFq2GEoe,spotify:track:0C4sxgb6uPhsDHCFq2GEoe,241133,4
8758,The Riverboat Song,['Ocean Colour Scene'],spotify:track:6Ykk0PRL8VMQb6h13CxH31,0.484,0.862,11,-6.39,0,0.0278,0.0061,2.74e-05,0.547,0.565,106.922,6Ykk0PRL8VMQb6h13CxH31,spotify:track:6Ykk0PRL8VMQb6h13CxH31,294800,3
8759,Madame George - 1999 Remaster,['Van Morrison'],spotify:track:1N4MKISvC1ddfRCRQDXDd2,0.338,0.167,7,-16.498,1,0.0311,0.47,0.00137,0.0547,0.264,134.143,1N4MKISvC1ddfRCRQDXDd2,spotify:track:1N4MKISvC1ddfRCRQDXDd2,585173,4
8760,Ain't No Cure For Love,['Leonard Cohen'],spotify:track:1m4wKirDSyEkH3CVthcNs8,0.446,0.54,7,-10.126,1,0.0363,0.272,0.0,0.0964,0.484,200.324,1m4wKirDSyEkH3CVthcNs8,spotify:track:1m4wKirDSyEkH3CVthcNs8,289467,4
8761,"Sky Is Broken, The",['Moby'],spotify:track:324VHEpdx38gVpc9uYkSvO,0.807,0.367,5,-13.66,1,0.0392,0.729,0.227,0.0878,0.385,81.623,324VHEpdx38gVpc9uYkSvO,spotify:track:324VHEpdx38gVpc9uYkSvO,258573,4
8762,La Mosca Cojonera,['Ska-P'],spotify:track:3wms72Uwbi40KXE3moX3cf,0.491,0.835,7,-5.179,1,0.0674,0.0109,0.0,0.0766,0.912,131.945,3wms72Uwbi40KXE3moX3cf,spotify:track:3wms72Uwbi40KXE3moX3cf,236973,4
8763,Underdogs,['Manic Street Preachers'],spotify:track:0zSqn8RG87pg3rMrLd2d4W,0.64,0.78,5,-5.817,1,0.0412,0.000412,0.00311,0.403,0.758,147.106,0zSqn8RG87pg3rMrLd2d4W,spotify:track:0zSqn8RG87pg3rMrLd2d4W,169320,4
8764,Enemy,['Blue Foundation'],spotify:track:4j2VyjyRSyfC0qGlMva7dA,0.48,0.862,9,-3.796,1,0.0365,0.0393,0.0465,0.0836,0.52,134.052,4j2VyjyRSyfC0qGlMva7dA,spotify:track:4j2VyjyRSyfC0qGlMva7dA,211360,4
8765,Pandora's Box,['Orchestral Manoeuvres In The Dark'],spotify:track:0HKZ3bXq9IU33QS2vMNJ4V,0.566,0.874,0,-7.902,1,0.031,0.00271,0.043,0.268,0.648,119.849,0HKZ3bXq9IU33QS2vMNJ4V,spotify:track:0HKZ3bXq9IU33QS2vMNJ4V,246267,4
8766,The Miseducation of Lauryn Hill,['Ms. Lauryn Hill'],spotify:track:7BKI6jLiL12OshlS4DCHRB,0.356,0.355,3,-11.125,0,0.0341,0.295,0.000107,0.151,0.653,69.271,7BKI6jLiL12OshlS4DCHRB,spotify:track:7BKI6jLiL12OshlS4DCHRB,235467,4
8767,Friday I'm In Love - Acoustic Version,['The Cure'],spotify:track:1zveTAFDmAC57hxWEIab0q,0.735,0.9,2,-3.749,1,0.0291,0.38,3.79e-05,0.351,0.567,140.017,1zveTAFDmAC57hxWEIab0q,spotify:track:1zveTAFDmAC57hxWEIab0q,209640,4
8768,Volverá la suerte,['Amaral'],spotify:track:0iCPy7lc14qhXsthZKU64D,0.628,0.688,8,-5.38,1,0.0271,0.00793,0.0,0.219,0.7,127.932,0iCPy7lc14qhXsthZKU64D,spotify:track:0iCPy7lc14qhXsthZKU64D,265400,4
8769,Smells Like Nirvana,"['""Weird Al"" Yankovic']",spotify:track:1A22cHmarqBKsKH24eJNsK,0.553,0.726,6,-9.347,1,0.0746,0.134,0.000786,0.303,0.696,121.338,1A22cHmarqBKsKH24eJNsK,spotify:track:1A22cHmarqBKsKH24eJNsK,222347,4
8770,Little Deuce Coupe (2001 Digital Remaster),['The Beach Boys'],spotify:track:2icroym1TlWWQXkWKuL4Ps,0.642,0.61,1,-8.58,1,0.035,0.128,0.000345,0.0845,0.974,134.83,2icroym1TlWWQXkWKuL4Ps,spotify:track:2icroym1TlWWQXkWKuL4Ps,98533,1
8771,Push Push,['Kurt Nilsen'],spotify:track:2OLxJd4x1jienGk0VHC3E9,0.565,0.821,0,-4.77,1,0.0341,0.0165,6.98e-06,0.159,0.511,112.005,2OLxJd4x1jienGk0VHC3E9,spotify:track:2OLxJd4x1jienGk0VHC3E9,197000,4
8772,What Are You Looking For,['Sick Puppies'],spotify:track:3fjCqjypAHUNhfkujitTJn,0.424,0.675,0,-5.189,1,0.0302,0.00233,0.0,0.283,0.35,95.861,3fjCqjypAHUNhfkujitTJn,spotify:track:3fjCqjypAHUNhfkujitTJn,249027,4
8773,So Alive,['Ryan Adams'],spotify:track:5YGGTmgTIxHbhz2ny8dYnL,0.21,0.887,4,-4.254,1,0.0553,3.07e-05,0.877,0.0913,0.175,141.847,5YGGTmgTIxHbhz2ny8dYnL,spotify:track:5YGGTmgTIxHbhz2ny8dYnL,238333,4
8774,She Came Home for Christmas,['Mew'],spotify:track:7M5rFj5Ihc05LU1LM2tmZd,0.419,0.641,11,-6.525,1,0.0395,0.0485,0.00443,0.356,0.252,140.178,7M5rFj5Ihc05LU1LM2tmZd,spotify:track:7M5rFj5Ihc05LU1LM2tmZd,233827,4
8775,Set Phasers To Stun,['Taking Back Sunday'],spotify:track:6L31S7IbnWYYbxUNuTvXsB,0.495,0.938,1,-3.891,0,0.133,0.00195,5.54e-06,0.0629,0.741,166.976,6L31S7IbnWYYbxUNuTvXsB,spotify:track:6L31S7IbnWYYbxUNuTvXsB,183320,4
8776,Judas At The Opera,['Edguy'],spotify:track:1sgm2Lp4tLW6ddmMwxm9v9,0.452,0.957,11,-4.268,1,0.189,0.00297,0.0,0.868,0.189,151.024,1sgm2Lp4tLW6ddmMwxm9v9,spotify:track:1sgm2Lp4tLW6ddmMwxm9v9,441293,4
8777,Jesus Saves,['Slayer'],spotify:track:3bbN4PWIgFkxstmxXddXH2,0.283,0.996,1,-4.037,0,0.148,0.000231,0.418,0.124,0.0719,108.332,3bbN4PWIgFkxstmxXddXH2,spotify:track:3bbN4PWIgFkxstmxXddXH2,174387,4
8778,A Change of Seasons - The Crimson Sunrise / Innocence / Carpe Diem / The Darkest of Winters / Another World / The Inevitable Summer / The Crimson Sunset,['Dream Theater'],spotify:track:1qZGjqfS5QoZQ5BKAhAauT,0.306,0.806,4,-6.63,0,0.0562,0.000575,0.031,0.103,0.225,115.709,1qZGjqfS5QoZQ5BKAhAauT,spotify:track:1qZGjqfS5QoZQ5BKAhAauT,1388720,3
8779,One Last Chance,['James Morrison'],spotify:track:5FqdtoUCVWPT34oopU6Us8,0.717,0.561,0,-8.134,1,0.0393,0.111,0.0,0.109,0.711,126.018,5FqdtoUCVWPT34oopU6Us8,spotify:track:5FqdtoUCVWPT34oopU6Us8,286766,4
8780,Missionary Man,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",spotify:track:4nTr6wzpg9O2GLxwxDWDnk,0.594,0.849,10,-4.235,0,0.064,0.0326,5.33e-06,0.308,0.556,124.897,4nTr6wzpg9O2GLxwxDWDnk,spotify:track:4nTr6wzpg9O2GLxwxDWDnk,267947,4
